any,nom,cif,quantia,tipus_subvencio
2024,PETRER TRADICIONAL COMARCAL,G54163357,14858.1,A_escoles_no_formals
2024,PETRER VINALOPÓ DEL VALLS TRAD. TERROS TABALETERS DOLÇAINERS COLLA,G03551629,29098.9,A_escoles_no_formals
2024,PETRES PETRESANA MUSICAL UNIÓ UNIO,G97342042,8352.8,A_escoles_no_formals
2024,PICANYA ROIG MARIA JOSÉ MUSICAL UNIO,G46173563,49413.49,A_escoles_no_formals
2024,PICASSENT L'OM MUSICAL SOCIETAT,G97712863,31349.65,A_escoles_no_formals
2024,PICASSENT EDUCANDOS ARTISTICO-MUSICAL SOCIETAT,G46177556,50464.65,A_escoles_no_formals
2024,PILES BARBARA SANTA MUSICAL ARTISITICO AGRUPACION,G46270658,6155.39,A_escoles_no_formals
2024,"PINÓS, LÍRICA UNIÓN PINOSENSE SOCIEDAD",G03101763,28885.6,A_escoles_no_formals
2024,"FARNALS, POBLA MUSICAL UNIÓ FARNALS UNIO",G46170700,39669.49,A_escoles_no_formals
2024,"VALLBONA, POBLA VALLBONA C.MUSICAL MUSICAL CORPORACION",G46173670,14943.31,A_escoles_no_formals
2024,"DUC, DEL POBLA DUC MUS. UNIÓ MUSICAL UNIO",G46173589,30795.22,A_escoles_no_formals
2024,"LLARGA, POBLA LLARGA MUSICAL UNIO",G46171872,35825.54,A_escoles_no_formals
2024,"TORNESA, POBLA TORNESA MUSICAL UNIO ASOC",G12918785,14845.44,A_escoles_no_formals
2024,XUQUER POLINYA POLIÑANENSE MUSICAL ASOC.,G46120937,7488.64,A_escoles_no_formals
2024,POTRIES BLAI SANT ARTISTICOMUSICAL ASSOCIACIO,G46672465,12179.9,A_escoles_no_formals
2024,PUÇOL CECILIA INST.STA MUS. SANTA INSTRUCTIU MUSICAL CENTRO,V46162095,48806.55,A_escoles_no_formals
2024,PUIG DEL MARÍA SANTA MARIA,G96327838,14342.36,A_escoles_no_formals
2024,"VALLS LES QUART JOVENTUT JOVENTUD"" ""LA ASOC",G96493887,5357.39,A_escoles_no_formals
2024,POBLET QUART UNIÓ UNIO MUSICAL ARTISTICO SOCIETAT,G46915252,29252.36,A_escoles_no_formals
2024,POBLET QUART L'AMISTAT D'EDUCANDOS AMISTAD MUSICAL AGRUPACON,G46173126,55564.56,A_escoles_no_formals
2024,POBLET QUART CRISTO DEL BARRIO MUSICAL ASOCIACION,G46353579,20832.95,A_escoles_no_formals
2024,"999,40 QUARTELL MUSICAL UNIÓ UNION",G46174215,999.4,A_escoles_no_formals
2024,QUATRETONDA NOVA MUSICAL AGRUPACION,G46188611,15974.61,A_escoles_no_formals
2024,RAFAL MUSICAL ARTE,G53302980,13739.43,A_escoles_no_formals
2024,RAFELBUNYOL PRIMITIVA RAFELBUÑOL MUSICAL SDAD,G46172730,99667.48,A_escoles_no_formals
2024,RAFELGUARAF BERTOMEU JESÚS MARÍA MUSICAL ATENEO,G46173027,15244.14,A_escoles_no_formals
2024,REAL REALENSE LIRA ASOC,G96900287,21709.57,A_escoles_no_formals
2024,GANDIA REAL GEA MESTRE MUSICAL UNION SOCIEDAD,G46401535,21737.78,A_escoles_no_formals
2024,REDOVAN MUSICAL UNIÓN UNION,G03429388,38986.96,A_escoles_no_formals
2024,RELLEU RELLEUENSE LIRA,G03101094,21097.03,A_escoles_no_formals
2024,REQUENA CECILIA SANTA,G96360573,27533.14,A_escoles_no_formals
2024,REQUENA HERNÁNDEZ JAIME MÚSICO SAN HERNANDEZ MUSICO,G96337654,35551.37,A_escoles_no_formals
2024,RIBESALBES CECILIA SANTA MUSICAL UNIO SOCIETAT,G12237574,7764.94,A_escoles_no_formals
2024,RIOLA,G96363395,11829.35,A_escoles_no_formals
2024,ROCAFORT MUSICAL AGRUPACIÓ,G97789960,68866.55,A_escoles_no_formals
2024,ROJALES LIRA BANDA,V03705019,11395.92,A_escoles_no_formals
2024,ROJALES CECILIA SANTA MUSICAL UNIÓN UNION,V03704327,21291.01,A_escoles_no_formals
2024,SAGUNT PORTEÑA MUSICAL UNIÓN UNION,G97492839,75872.3,A_escoles_no_formals
2024,SAGUNT RODRIGO JOAQUÍN SAGUNTINA LIRA MUSICAL SOCIETAT,G46057709,31436.37,A_escoles_no_formals
2024,SAGUNT MORVEDRE CAMP,G96210927,16446.11,A_escoles_no_formals
2024,SAGUNT ADVENTISTA COLEGIO DEL SAGUNTO BACH SEBASTIAN JUAN CULTURAL ASOCIACIÓN,G09689241,16126.93,A_escoles_no_formals
2024,BENAGEBER ANTONIO SAN AMIGOS CULTURAL ASOC.,G98799232,11913.46,A_escoles_no_formals
2024,BENAGEBER ANTONIO SAN BENAGÁBER MUSICAL SDAD,G97747372,15649.45,A_escoles_no_formals
2024,FULGENCIO SAN MUSICAL UNION,G03151081,13228.98,A_escoles_no_formals
2024,ISIDRO SAN MUSICAL UNIÓN UNION SOCIEDAD,G03347499,5640.98,A_escoles_no_formals
2024,SALINAS MIGUEL SAN BECK IRMGARD MUSICAL UNION,G03137171,24473.38,A_escoles_no_formals
2024,D'ALACANT JOAN SANT CLIMENT MAESTRO PAZ MUSICAL SOCIETAT,G03165875,98909.09,A_escoles_no_formals
2024,MORO JOAN SANT AMICS CULTURAL ASSOCIACIO,G12044798,18089.12,A_escoles_no_formals
2024,JOANET SANT ACM,G96039326,13728.61,A_escoles_no_formals
2024,JORDI SANT MUSICAL ASSOCIACIO,G12343349,6835.96,A_escoles_no_formals
2024,MATEU SANT GRANELL FERRERES JOSÉ CECILIA SANTA BANDA,G12302139,35508.75,A_escoles_no_formals
2024,POLA SANTA ALFOSEA MESTRE,G03971058,34516.68,A_escoles_no_formals
2024,POLA SANTA CONSTANCIA LORETO MAREDEU MUSICAL ASSOCIACIO,G53676375,6790.13,A_escoles_no_formals
2024,SAX SONES MUSICAL INSTRUCTIVA SOCIEDAD,G53176038,15045.33,A_escoles_no_formals
2024,SAX ARTÍSTICA MUSICAL S.UNIÓN ARTISTICA UNION SOCIEDAD,G03054475,39759.39,A_escoles_no_formals
2024,SEDAVI CECILIA SANTA ASOC.ESCUELA,G96357744,32571.57,A_escoles_no_formals
2024,SEGORBE MUSICAL SOCIEDAD,G12035671,38052.65,A_escoles_no_formals
2024,SENYERA ARGENTE VILAR RAMÓN MUSICAL AGRUPACION,G46172003,15187.63,A_escoles_no_formals
2024,SERRA PRIMITIVA MUSICAL SOCIEDAD,G46175667,4648.14,A_escoles_no_formals
2024,AGUAS SIETE PAZ MUSICAL SOCIEDAD,G46136313,9140.62,A_escoles_no_formals
2024,SILLA LÍRICA LIRICA MUSICAL AGRUPACIO,G46147278,43694.44,A_escoles_no_formals
2024,VALLDIGNA SIMAT AMOROS MESTRE MUSICAL UNIO SOCIETAT,G46173217,23790.39,A_escoles_no_formals
2024,SINARCAS ARTE MUSICAL UNIÓN UNION,G46188116,16187.64,A_escoles_no_formals
2024,SOLLANA SUILANA D'ENSENYANÇA CENTRE ASOC,G97133136,21470.79,A_escoles_no_formals
2024,SUERA MUSICAL UNIÓN SUERAS CECILIA SANTA UNION,G12036331,4623.0,A_escoles_no_formals
2024,SUMACARCER ROSELL JOSEP XUQUER MUSICAL UNIO,G46173175,11192.61,A_escoles_no_formals
2024,TALES MUS.TALENSE ASO. EDUCANDOS TALENSE MUSICAL ASOCIACION,G12035861,7645.29,A_escoles_no_formals
2024,BLANQUES TAVERNES MUSICAL ARTÍSTICO AGRUPACIÓN ARTISTICO AGRUPACION,G46175154,10934.06,A_escoles_no_formals
2024,VALLDIGNA TAVERNES ARNAU EDUARDO MUSICAL UNION INSTRUCTIVA SOCIEDAD,G46192654,44944.75,A_escoles_no_formals
2024,TORREBLANCA MUSICAL UNIÓN UNION ASOCIACION,G12232831,17557.25,A_escoles_no_formals
2024,TORRENT CATÓLICO CÍRCULO CATOLICO CIRCULO,G46065413,92582.12,A_escoles_no_formals
2024,TORRENT MUSICAL UNIÓ UNIO,G46107009,69265.5,A_escoles_no_formals
2024,TORREVIEJA SALEROSOS LOS CIUDAD SALEROSO MUSICAL SOCIEDAD,G03505385,18183.48,A_escoles_no_formals
2024,TORREVIEJA TORREVEJENSE MUSICAL UNIÓN UNION,G03100302,19720.35,A_escoles_no_formals
2024,TURIS PUIG VALENTIN,G96454434,26462.25,A_escoles_no_formals
2024,UTIEL CUEVAS LAS MUSICAL AGRUPACION,G46232989,9251.2,A_escoles_no_formals
2024,VALENCIA VIVES LUÍS MUSICAL ASOCIACIÓN LUIS COLEGIO CULTURAL ASSOCIACION,G98763352,2921.09,A_escoles_no_formals
2024,VALENCIA MALILLA BARRI MUSICAL SOCIETAT BARRIO SOCIEDAD,G46577250,36882.71,A_escoles_no_formals
2024,VALENCIA MUSICAL AGRUPACIÓ MASSARROJOS AGRUPACIO,G96029764,15642.71,A_escoles_no_formals
2024,VALENCIA TORREFIEL PARROQUIAL BANDA CIM MUSICAL INSTRUCTIVO CENTRO,G46390506,6396.26,A_escoles_no_formals
2024,VALENCIA SEDAJAZZ JAZZ ASOCIACION,G40603268,28174.17,A_escoles_no_formals
2024,VALENCIA FÁTIMA SEÑORA NUESTRA FATIMA SRA. NTRA. PARROQUIA,R4600055J,16942.29,A_escoles_no_formals
2024,VALENCIA RAFOLS MARÍA ANA SANTA CARIDAD COLEGIO,R4600429G,12473.56,A_escoles_no_formals
2024,VALENCIA BENICALAP MUSICAL AGRUPACIÓN AGRUPACION,G96416961,27022.69,A_escoles_no_formals
2024,VALENCIA TENDETES MUSICAL INSTRUCTIVO CENTRO,G96968854,17351.69,A_escoles_no_formals
2024,VALENCIA GRAU DEL CECILIA SANTA GAU MUSICAL AGRUPACION,G46555157,42939.28,A_escoles_no_formals
2024,VALENCIA DIVISI AULA CULTURAL ASOCIACION,G96903646,36855.58,A_escoles_no_formals
2024,VALENCIA CLAVE JESUS NIUÑO VALENCIANA CULTURAL ASOCIACION,G97127153,51957.9,A_escoles_no_formals
2024,VALENCIA CASTELLAR-OLIVERAL MUSICAL C.INSTR. OLIVERAL CASTELLAR INSTRUCTIVO CENTRO,G96172408,11551.88,A_escoles_no_formals
2024,VALENCIA LLUCH GAYANO MUSICAL AGRUPACION,G96358452,31170.15,A_escoles_no_formals
2024,VALENCIA PUERTO DEL,G96334693,43965.88,A_escoles_no_formals
2024,VALENCIA PESCADORES SOC.MUS.UNIÓN UNION MUSICAL SOCIEDAD,G46174843,46188.25,A_escoles_no_formals
2024,VALENCIA L'HORTA MUSICAL UNIÓ MARCEL.LI SANT UNION,G46171997,57353.38,A_escoles_no_formals
2024,VALENCIA NATZARET CENTRE,G46814844,10419.17,A_escoles_no_formals
2024,VALENCIA SIOAM AGRICOLA OBRERO DEL INSTRUCTIVA SOCIEDAD,G46128575,30741.96,A_escoles_no_formals
2024,VALENCIA TALLER JOVEN ASOCIACION,G96330444,31379.84,A_escoles_no_formals
2024,VALENCIA MARÍTIMOS POBLADOS MARITIMOS,G96364625,21150.98,A_escoles_no_formals
2024,VALENCIA PATRAIX MUSICAL AGRUPACIÓN,G96398003,95494.04,A_escoles_no_formals
2024,VALENCIA ITURBI AMPARO,G96746813,16967.06,A_escoles_no_formals
2024,VALENCIA FORQUES TRES UNIÓ MUSICAL SOCIETAT PRIV. UNIO,G97598312,37992.24,A_escoles_no_formals
2024,VALENCIA SALVADOR MATILDE MICALET CORAL SOCIETAT,G46001947,65612.2,A_escoles_no_formals
2024,VALENCIA PALMAR,G96688833,5492.43,A_escoles_no_formals
2024,VALENCIA NORD DEL POBLES ESCÈNIQUES BENIFARAIG AMICS MUSICAL SOCIETAT,G98183924,33181.99,A_escoles_no_formals
2024,VALENCIA LUIS SAN CRA./FUENTE FUENTE CRA.,G96777065,36368.75,A_escoles_no_formals
2024,VALENCIA AULAMEDA ALAMEDA,G98287618,82800.69,A_escoles_no_formals
2024,VALENCIA PASCUAL FRANCISCA INMACULADA FRANCISCANAS EDUCATIVA FUNDACION,R2802525B,74242.16,A_escoles_no_formals
2024,VALENCIA CASTELLAR-OLIVERAL CECILIA SANTA CASTELLAR/OLIVE,G96359559,20557.79,A_escoles_no_formals
2024,VALENCIA MARTINEZ HIPOLITO BENIMACLET MUSICAL INSTRUCTIVO CENTRO,G46065363,86795.26,A_escoles_no_formals
2024,VALENCIA NTRA.SRA.DESAMPARADOS ESCOLANIA DESAMPARADOS SEÑORA NUESTRA BASILICA REAL,R4600258J,41039.96,A_escoles_no_formals
2024,D'ALBA VALL PONZ ADRIAN D'ALBENSE MUSICAL ASOC,G12296455,11401.37,A_escoles_no_formals
2024,EBO VALL D'EBO MUSICAL UNIO,G53385985,9106.51,A_escoles_no_formals
2024,"D'UIXO, VALL ABAD ARNAU D.MIGUEL CANTORUM SCHOLA MUSICAL ATENEO",G12031043,39762.66,A_escoles_no_formals
2024,"D'UIXO, VALL CIAC CULTURA ARTE INSTRUCTIVO CENTRO",G12035721,67058.91,A_escoles_no_formals
2024,VALLADA MORANT TORREGROSA CONSTANTINO MUSICAL PROTECTORA UNION,G46172888,28611.07,A_escoles_no_formals
2024,(EL) VERGER MUSICAL ASSOCIACIÓ,G03114725,22422.36,A_escoles_no_formals
2024,(EL) VERGER JOVE ESPAI CABRERA LÓPEZ DEL ESMUJ,G54387873,22380.14,A_escoles_no_formals
2024,"JOIOSA, VILA VILA-JOIOSA MEDITERRÁNEO MUS. VILAJOIOSA MEDITERRANEO MUSICAL AGRUPACION",G03887668,26585.2,A_escoles_no_formals
2024,"JOIOSA, VILA MUSICAL ATENEU DEL",G03256179,86502.71,A_escoles_no_formals
2024,VILAFAMES ROCA CULTURAL L'ASSOCIACIÓ ASSOCIACIO,G12038139,16519.03,A_escoles_no_formals
2024,CID DEL VILAFRANCA MUSICAL UNIÓ UNIO,G12350955,18126.45,A_escoles_no_formals
2024,VILAMARXANT MUSICAL ARTÍSTICA UNIÓ ARTISTICA UNION,G46356093,16635.96,A_escoles_no_formals
2024,VILA-REAL LIRA MUSICAL UNIÓ VILLARREAL UNION ASOC,G12100004,38592.16,A_escoles_no_formals
2024,"VILAVELLA, VILLAVIEJA CULTURAL ASOC",G12382057,6160.04,A_escoles_no_formals
2024,VILLALONGA MUSICAL AGRUPACIÓ AGRUPACIO,G46391819,22300.15,A_escoles_no_formals
2024,ARZOBISPO DEL VILLAR CECILIA SANTA MUSICAL UNIÓN UNION,G46087805,30178.88,A_escoles_no_formals
2024,VILLENA CHAPÍ RUPERTO MUSICAL SOCIEDAD CHAPI,G03855921,52641.13,A_escoles_no_formals
2024,VINALESA ESTEVE ESTEBAN MESTRE MUSICAL RENAIXEMENT SOCIETAT,G46158192,16609.63,A_escoles_no_formals
2024,VINAROS VINARÒS MAESTRAT MONTSIA,G12807426,53839.33,A_escoles_no_formals
2024,VINAROS ALIANZA MUSICAL SOCIEDAD,G12039350,48726.1,A_escoles_no_formals
2024,VIVER CECILIA SANTA MUSICAL UNIÓN,G12035754,13175.59,A_escoles_no_formals
2024,XATIVA NOVA MUSICAL SOCIETAT,G46109476,58034.02,A_escoles_no_formals
2024,XATIVA VELLA SETABENSE PRIMITIVA MUSICAL SOCIEDAD,G46172342,44264.34,A_escoles_no_formals
2024,XERACO,G96336607,31435.22,A_escoles_no_formals
2024,XERESA MUSICAL UNION INSTRUCTIVA SOCIEDAD,G46171906,9646.65,A_escoles_no_formals
2024,XILXES CONTRAPUNT,G12508206,19269.0,A_escoles_no_formals
2024,YATOVA RICARTE PÉREZ MIGUEL CECILIA SANTA MUSICAL INSTRUCTIVO CENTRO,G46191615,7694.17,A_escoles_no_formals
2024,YATOVA BARCELÓ MAESTRO BARCELO,G96365572,17576.08,A_escoles_no_formals
2024,VALENCIA CAMPANAR BANDA ASOCIACION,G96619929,,A_escoles_no_formals
2025,MALFERIT AIELO MUNICIPAL D'AIELO AJUNTAMENT,P4604200H,39627.62,A_escoles_no_formals
2025,ALMEDIJAR MUNICIPAL AYUNTAMIENTO,P1201000E,11086.34,A_escoles_no_formals
2025,BENIMELI MUNICIPAL AYUNTAMIENTO,P0304000C,35470.85,A_escoles_no_formals
2025,BENISSA MUNICIPAL AJUNTAMENT,P0304100A,100793.86,A_escoles_no_formals
2025,BENIT NOU BENITACHELL/POBLE MUNICIPAL BENITATXELL POBLE AYUNTAMIENTO,P0304200I,80831.32,A_escoles_no_formals
2025,BURRIANA RUBERT PASCUAL MUNICIPAL VICIANA MARTI RAFAEL LES CENTRE,Q1200347A,103576.44,A_escoles_no_formals
2025,GORGOS GATA MUNICIPAL AJUNTAMENT,P0307100H,26419.75,A_escoles_no_formals
2025,MASSAMAGRELL MUNICIPAL AYUNTAMIENTO,P4616600E,47826.06,A_escoles_no_formals
2025,"LOS MONTESINOS, MUNICIPAL MONTESINOS AYUNTAMIENTO",P0314100I,63553.8,A_escoles_no_formals
2025,MORELLA MUNICIPAL PATRONATO,P1200016B,63075.3,A_escoles_no_formals
2025,ORBA MUNICIPAL D'ORBA AJUNTAMENT,P0309700C,36682.09,A_escoles_no_formals
2025,PEDREGUER MUNICIPAL AJUNTAMENT,P0310100C,88040.64,A_escoles_no_formals
2025,SALINAS MUNICIPAL AYUNTAMIENTO,P0311600A,23395.91,A_escoles_no_formals
2025,SONEJA PALANCIA ALTO DEL COMARCAL INTERMUNICIPAL MANCOMUNIDAD,P1200010E,81360.84,A_escoles_no_formals
2025,XALÓ MUNICIPAL XALO AJUNTAMENT,P0308100G,38690.39,A_escoles_no_formals
2025,ADEMUZ MUSICAL SOCIEDAD,G97499198,23661.39,A_escoles_no_formals
2025,ADOR CECILIA SANTA MUSICAL AGRUPACIO,G46168530,16036.8,A_escoles_no_formals
2025,AGOST CECILIA SANTA,G03980810,31263.68,A_escoles_no_formals
2025,AGOST PAU VERGE,G03984846,21233.22,A_escoles_no_formals
2025,AGULLENT SIRVENT AMORÓS AMANCIO D'AGULLENT MUSICAL AGRUPACIO,G46354486,34317.98,A_escoles_no_formals
2025,ALAQUAS MEDINA MESTRE D'ALAQUAS MUSICAL UNIO,G46274056,22293.13,A_escoles_no_formals
2025,ALBAIDA D'ALBAIDA CAPO,G98459431,37339.49,A_escoles_no_formals
2025,ALBAL MUSICAL JUVENTUD,G46172268,45551.28,A_escoles_no_formals
2025,ALBAL VEUS CORAL,G96106935,10331.1,A_escoles_no_formals
2025,RIBERA ALBALAT D'ALBALAT,G96928643,23523.81,A_escoles_no_formals
2025,SORELLS DELS ALBALAT MUSICAL UNIO,G46416525,22784.75,A_escoles_no_formals
2025,ALBATERA APÓSTOL SANTIAGO MUS. APOSTOL MUSICAL ASOCIACION,G03701877,8857.48,A_escoles_no_formals
2025,ALBATERA AURORA,G03984721,32346.29,A_escoles_no_formals
2025,ALBERIC MUSICAL UNIÓN BANDA UNIO SOCIETAT,G46177804,37213.67,A_escoles_no_formals
2025,ALBOCASSER D'ALBOCASSER CECILIA SANTA MUSICAL ASSOCIACIO,G12035804,23111.39,A_escoles_no_formals
2025,ALBORACHE PRIMITIVA CLUTURAL ASOCIACION,G97032205,3985.91,A_escoles_no_formals
2025,ALBORAYA D'ALBORAYA MUSICAL SOCIETAT SOCIEDAD,G46117016,94373.74,A_escoles_no_formals
2025,ALBUIXECH ESLAVA CENTRO MUSICAL SOCIEDAD,G46171724,33343.41,A_escoles_no_formals
2025,XIVERT ALCALA CECILIA SANTA MUSICAL ASOCIACIÓN XIVE ASOCIACION,G12212874,11993.72,A_escoles_no_formals
2025,ALCASSER CECILIA SANTA ALCAS ASOCIACIO,G96370135,35344.58,A_escoles_no_formals
2025,"ALCORA, GIL SERRANO VICENT L'ALCORA L'ALCALATEN MUSICAL AGRUPACIO",G12246724,44807.91,A_escoles_no_formals
2025,ALCOY/ALCOI ALCOYANA SINFÓNICA ORQUESTA SINFONICA,G03102613,6798.71,A_escoles_no_formals
2025,ALCOY/ALCOI MUSICAL UNIÓ SOCIETAT D'ALCOI UNION,G03125234,25722.89,A_escoles_no_formals
2025,ALCOY/ALCOI CRESCENDO D'ALCOI,G42613976,59584.35,A_escoles_no_formals
2025,ALCOY/ALCOI BLANQUER AMANDO ALCOY PRIMITIVA MUSICAL CORPORACION,G54430863,23492.5,A_escoles_no_formals
2025,ALCUBLAS ALCUBLANA MUSICAL UNION,G46172508,7551.7,A_escoles_no_formals
2025,"CRESPINS, ALCUDIA MUSICAL UNIÓN SOCIEDAD CRESPINS UNION",G46176459,10869.46,A_escoles_no_formals
2025,ALDAIA D'ALDAIA MUSICAL UNIÓ ALDAYA UNION,G46065561,24328.45,A_escoles_no_formals
2025,PATRIARCA DEL ALFARA MUSICAL AGRUPACIÓN,G46880654,22803.99,A_escoles_no_formals
2025,ALFARP LIRA MUSICAL PROTECTORA SOC. MUSCIAL SOCIEDAD,G46190740,32112.05,A_escoles_no_formals
2025,ALFARRASI D'ALFARRASI,G98935521,10238.59,A_escoles_no_formals
2025,"PI, DEL ALFAS L'ALFAS LIRA MUSICAL SOCIEDAD",G03102522,28383.11,A_escoles_no_formals
2025,ALGEMESI GANS MORENO JOSÉ D'ALGEMESI MUSICAL SOCIETAT,G46146759,58741.08,A_escoles_no_formals
2025,ALGEMESI DOLÇAINA TABALET DOLCAINA ASSOCIACIO,G98392350,34217.45,A_escoles_no_formals
2025,ALFARA ALGIMIA BARONIA,G97024343,24183.18,A_escoles_no_formals
2025,ALGINET CHOVÍ PÉREZ PASCUAL MUSICAL ARTISTICA SOCIETAT,G46173746,45057.22,A_escoles_no_formals
2025,ALGORFA CULTURAL S.MUSICAL MUSICAL SOCIEDAD,G03703543,6718.62,A_escoles_no_formals
2025,ALGUEÑA ALGUEÑENSE MUSICAL UNIÓN UNION SOCIEDAD,G03521218,3550.72,A_escoles_no_formals
2025,ALICANTE/ALACANT CAROLINAS S.C.D. EDUCANDOS DEPORTIVA CULTURAL SOCIEDAD,G03067550,13871.86,A_escoles_no_formals
2025,ALICANTE/ALACANT GALÁN SEGURA RAFAEL GALAN,G03176724,26132.71,A_escoles_no_formals
2025,ALICANTE/ALACANT ASÍS U.M.CIUD. CARCAGENTE P.A. ASIS CIUDAD MUSICAL UNION,G03744588,57841.63,A_escoles_no_formals
2025,ALICANTE/ALACANT L'HARMONIA ALACANT MUSICAL SOCIETAT,G54038773,30294.51,A_escoles_no_formals
2025,ALMASSERA MUSICAL ARTÍSTICA UNIÓN ASOC. D/ALMASSERA ARTISTICA UNIO CULTURAL ASOC,G98167570,6186.86,A_escoles_no_formals
2025,ALMASSERA MUSICAL ESTUDIO CENTRO,V46065348,22947.48,A_escoles_no_formals
2025,ALMAZORA/ALMASSORA MANRIQUE AGUT MESTRE ESMERALDA MUSICAL INSTRUCTIVO UNION,G12039392,78475.06,A_escoles_no_formals
2025,ALMENARA SI-FA-SOL CECILIA SANTA MUSICAL ASOCIACION,G12205936,30189.11,A_escoles_no_formals
2025,ALMOINES L'ALMOINA MUSICAL ASOCIACIÓN ASSOCIACIO,G46937306,21157.61,A_escoles_no_formals
2025,ALMORADI MUSICAL UNIÓN UNION,G03103462,51629.87,A_escoles_no_formals
2025,COMTESSA(L') ALQUERIA COMTESSA PRIVA,G97019186,15363.94,A_escoles_no_formals
2025,"PERDIDO NIÑO DEL ALQUERIAS BONRETORN ""BONRETORN"" CULTURAL ASOC",G12491643,24259.58,A_escoles_no_formals
2025,ALTEA D'ALTEA ALTEANENSE FILARMONICA SOCIEDAD,G03100609,61014.24,A_escoles_no_formals
2025,ALTURA CULTURAL MUSICAL UNIÓN UNION,G12036166,35173.91,A_escoles_no_formals
2025,ALZIRA MUSICAL SOCIEDAD EDUCANDOS,G46094736,36157.04,A_escoles_no_formals
2025,ANNA MARÍN MAESTRO ARTISTICA NUEVA MUSICAL SOCIEDAD,V46172540,23830.7,A_escoles_no_formals
2025,ANTELLA PROTECTORA ASSOCIACIO,G96470695,6763.71,A_escoles_no_formals
2025,ARTANA ARTANENSE MUSICAL UNIÓ UNION,G12035762,3869.35,A_escoles_no_formals
2025,ASPE ALCOLEA MAESTRO GILABERT MUSICAL ATENEO,G03230935,33340.66,A_escoles_no_formals
2025,ASPE ESPERANZA MUSICAL ASOCIACION,G54767744,26447.09,A_escoles_no_formals
2025,MAESTRAT DEL ATZENETA D'ATZENETA CECILIA SANTA BANDA MUSICAL SOCIETAT,G12214565,23893.58,A_escoles_no_formals
2025,AYORA AYORENSE MUSICAL SOCIEDAD,G46175022,31621.56,A_escoles_no_formals
2025,MARIOLA BANYERES FERRE TINA NOVO MUSICAL AGRUPACION,G53209466,20978.89,A_escoles_no_formals
2025,BARX STA.CECILIA MUSICAL INSTRUCT. SOC. CECILIA SANTA UNIO SOCIETAT,G46352688,19369.63,A_escoles_no_formals
2025,BARXETA CECILIA SANTA MUSICAL UNION,G46185724,10683.79,A_escoles_no_formals
2025,BELLREGUARD CECILIA SANTA MUSICAL ARTISTICO AGRUPACION,G46172524,13611.96,A_escoles_no_formals
2025,BENAGUASIL MUSICAL UNIÓN UNION CULTURAL INSTRUCTIVO CENTRO,G46084679,30405.52,A_escoles_no_formals
2025,BENASAL BMFES CELADES ABSALOM SEGURES FUENTE BANDA,V12292652,2303.64,A_escoles_no_formals
2025,BENETUSSER BENETÚSSER MUSICAL UNIÓ BENETUS UNIO CULTURAL ARTISTICA SOCIEDAD,G46202396,12291.63,A_escoles_no_formals
2025,BENIARBEIG MUSICAL UNIO,G03181278,6901.22,A_escoles_no_formals
2025,BENIARJO MARCH AUSIÀS MUSICAL ART. AGRUP. AUSIAS ARTISTICO-MUSICAL AGRUPACIO,G46703039,25876.88,A_escoles_no_formals
2025,BENICARLO BENICARLÓ CIUDAD MUSICAL ASOCIACION,G12036240,40163.57,A_escoles_no_formals
2025,BENICASIM/BENICASSIM CECILIA SANTA BENICÀSSIM CECÍLIA MUSICAL UNIÓ,G12099891,45174.63,A_escoles_no_formals
2025,XÚQUER BENICULL MUSICAL UNIO ASOC,G46787024,13235.07,A_escoles_no_formals
2025,BENIDOLEIG SEGUILI MUSICAL AGRUPACIO,G53848313,10864.41,A_escoles_no_formals
2025,BENIDORM MUSICAL UNIÓN UNION,G03084977,43885.26,A_escoles_no_formals
2025,BENIDORM L'ILLA MUSICAL SOCIETAT,G53217980,12121.38,A_escoles_no_formals
2025,BENIDORM NOVA MUSICAL SOCIETAT,G54388285,36793.4,A_escoles_no_formals
2025,BENIFAIO BENIFAIÓ SAM MUSICAL ARTISTICO SOCIEDAD,G46065678,22781.38,A_escoles_no_formals
2025,BENIFAIO LLOPIS MARTÍNEZ PASCUAL AMICS ASOC,G98523418,20124.27,A_escoles_no_formals
2025,VALLDIGNA BENIFAIRO RAFAELA- -PEPE SERRA JOSÉ L'ENTUSIASTA MUSICAL SOCIETAT,G46171849,19246.28,A_escoles_no_formals
2025,BENIGANIM TROPICAL MUSICAL SOCIETAT SOCIEDAD,G46172896,14236.21,A_escoles_no_formals
2025,BENIMODO MUSICAL UNIÓ UNIO SOCIETAT,G46152450,18400.0,A_escoles_no_formals
2025,BENIPARRELL MUSICAL INSTRUCTIVO CENTRO,G46394128,24148.69,A_escoles_no_formals
2025,BENIRREDRA MUSICAL SOCIETAT,G96589031,20830.93,A_escoles_no_formals
2025,BETERA MUSICAL ARTÍSTIC CENTRE ARTISTIC,G46173118,94910.68,A_escoles_no_formals
2025,BETXI MUSICAL UNIÓN UNION,G12231551,18304.19,A_escoles_no_formals
2025,BIAR MUSICAL SOCIETAT UNIO,G03157294,20888.61,A_escoles_no_formals
2025,BIGASTRO MUSICAL UNIÓN UNION,G03436367,26607.79,A_escoles_no_formals
2025,BOCAIRENT MUSICAL UNIÓ ASSOCIACIÓ,G97128045,35157.12,A_escoles_no_formals
2025,MIRAMBELL BONREPOS MUSICAL SOCIETAT,G46996443,49312.62,A_escoles_no_formals
